都道府県名,所在地,東経（゜）,東経（′）,東経（″),北緯（゜）,北緯（′）,北緯（″),標高（ｍ）,水源種別,利用目的,井戸深度,採水標高,気温,水温,湧出量,水質（外観臭味）,ｐＨ,ＲｐＨ,Ｒｎ(マッヘ),比重,密度,蒸発残留物,電気伝導度,水比抵抗,ＥＨ,ＫＭｎＯ４消費,Ｈ＋,Ｌｉ＋,Na＋,Ｋ＋,Ｒｂ＋,Ｃｓ＋,ＮＨ４＋,Ｍｇ２＋,Ｃａ２＋,Ｓｒ２＋,Ｂａ２＋,Ａｌ３＋,Ｍｎ２＋,Ｆｅ２＋,Ｆｅ３＋,Ｔ－Ｆｅ,Ｃｕ２＋,Ｚｎ２＋,Ｐｂ２＋,Ｓｉ４＋,Ｆ－,Ｃｌ－,Ｂｒ－,I－,OH－,ＮＯ２－,ＮＯ３－,ＨＳ－,Ｓ２Ｏ３2－,ＨＳＯ４－,ＳＯ４２－,ＳＯ３２－,Ｈ２ＰＯ４－,ＨＰＯ４２－,ＰＯ４３－,ＨＣＯ３－,ＣＯ３２－,ＨＳｉＯ３－,ＳｉＯ３２－,ＢＯ２－,Ｈ２ＳＯ４,Ｈ３ＰＯ４,ＨＡｓＯ２,ＡｓＯ２-,ＳｉO２,Ｈ２ＳｉＯ３,ＨＢＯ２,ｄｉｓ．０２,ｆｒｅｅ　Ｈ２Ｓ,ｆｒｅｅ　ＣＯ２,Ｔ－ＣＯ２,Ｔ－Ａｓ,Ｔ－Ｈｇ,Ｔ－Ｐ,Ｔ－Ｂ,単位,調査日,文献名
滋賀,長浜市三ツ矢町,,,,,,,,井戸,観測井,150,,,16,,,7.4,,,,,206,,,,1.3,,,,,,,0,,,,,,,,,0.06,,,,,,5,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
滋賀,彦根市西馬町,,,,,,,,井戸,観測井,65,,,17.3,,,7.5,,,,,288,,,,4.1,,,,,,,0,,,,,,,,,0.38,,,,,,9,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
滋賀,能登川町林二,,,,,,,,井戸,観測井,55,,,15.3,,,7,,,,,68,,,,5.3,,,,,,,0,,,,,,,,,0.2,,,,,,4,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
滋賀,守山市赤野井,,,,,,,,井戸,観測井,90,,,16,,,7,,,,,58,,,,2.8,,,,,,,0,,,,,,,,,0.26,,,,,,6,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
滋賀,大津市粟津,,,,,,,,井戸,観測井,65,,,19.8,,,7,,,,,182,,,,6,,,,,,,,,,,,,,,,2.32,,,,,,29,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
滋賀,安曇川町南舟木,,,,,,,,井戸,観測井,100,,,18.2,,,6.4,,,,,192,,,,13,,,,,,,,,,,,,,,,27,,,,,,7,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1962,"地下水利用適正化調査に係る地下水位等観測井についての資料,工業用水,1983"
滋賀,甲賀郡甲南町,136,9,36,34,55,20,,湧泉,温泉・鉱泉,,,,16,,,7.6,,,,,,,,,,,,693,8.4,,,,11.5,75.19,,,,,,,,,,,,5.05,1026,,,,,,,,,0,,,,,343,,,,,,,,,61,,,,,,,,,,,,,"近畿地方における高フッ素地下水の起源について,日本地下水学会会誌,1985"
滋賀,甲賀郡甲南町,136,9,5,34,55,39,,湧泉,温泉・鉱泉,,,,16.5,,,7.5,,,,,,,,,,,,774,12.1,,,,21.6,108.3,,,,,,,,,,,,4.4,1278,,,,,,,,,0,,,,,286,,,,,,,,,57.6,,,,,,,,,,,,,"近畿地方における高フッ素地下水の起源について,日本地下水学会会誌,1985"
滋賀,大津市雄琴六丁目五反田111番1,,,,,,,,不明,温泉・鉱泉,1000,,29,37.2,200,微混濁、淡茶褐色、微硫化水素臭,7.56,,1.3,,0.9935,1056,,,,,,,354,6.8,,,13.4,7.6,48.8,,,,0.09,0.7,0.2,,,0.08,,,0.1,274,,,,,,,,,9.4,,,,,606,2.8,,,,,,,,,30.5,1.1,,,16.5,,0.014,,,,mg/Kg,1987.7.20.,"滋賀県下の温泉について（第17報）,滋賀県立衛生環境センター所報、第23集,1988"
滋賀,大津市茶ヶ崎4番3号,,,,,,,,不明,温泉・鉱泉,1000,,28,34.3,120,淡黄褐色透明、土臭、微硫化水素臭,7.35,,,,0.9990,638,,,,,,,204,5.7,,,12.7,8.2,28.3,,,,0.4,1.0,,,,,,,,26.5,,,,,,,,,1.8,,,,,558,0.9,,,,,,0.3,,,52.6,0.2,,,41.8,,,,,,mg/Kg,1987.8.24.,"滋賀県下の温泉について（第17報）,滋賀県立衛生環境センター所報、第23集,1988"
滋賀,彦根市原町字平野481,,,,,,,,不明,温泉・鉱泉,500,,13,19.2,42,微白濁,8.3,,0.08,,0.9984,139,,,,,,,40.2,1.3,,,0.1,1.3,6.4,,,,,0.09,,,,,,,4.6,3.8,,,,,0.1,,,,0.9,,,,,90.2,1.5,,,,,,,,,12.8,,,,0.7,,,,,,mg/Kg,1987.12.16.,"滋賀県下の温泉について（第17報）,滋賀県立衛生環境センター所報、第23集,1988"
滋賀,蒲生郡蒲生町大字市子沖88-2番地,,,,,,,,不明,温泉・鉱泉,305,,5,26.4,102,微弱黄褐色、澄明、微弱硫化水素臭,7.5,,14.1,,0.9984,221,,,,,,,73.2,3.3,,,1.4,0.8,2.3,,,,1.0,0.3,,,,,,,0.6,5.2,,,,,11.4,,,,7.1,,,,,163,0.4,,,,,,,,,21,0.5,,,9.5,,0.05,,,,mg/Kg,1988.2.22.,"滋賀県下の温泉について（第17報）,滋賀県立衛生環境センター所報、第23集,1988"
滋賀,大津市雄琴二丁目1686,,,,,,,,不明,温泉・鉱泉,1000,,9.4,25.9,400,無色澄明、微弱硫化水素臭,9.05,,15.2,,0.9987,217,,,,,,,89.2,0.5,,,0.3,0.03,1.6,,,,,0.04,0.08,,,,,,18.6,5.5,,,,,,,,,2.0,,,,,106.2,9.0,,,,,,,,,22.9,0.3,,,0.2,,,,,,mg/Kg,1988.12.5.,"滋賀県下の温泉について（第18報）,滋賀県立衛生環境センター所報、第25集,1990"
滋賀,長浜市港町字向浜320番地,,,,,,,,不明,温泉・鉱泉,9,,29.7,16.7,17,無色澄明、金気臭,6.9,,,,0.9976,300,,,,,,,15.5,1.5,,,6.3,8.0,585,,,0.4,0.6,17.9,0.4,,,,,,0.3,16.9,,,,,,,,,5.2,,,,,293.7,0.2,,,,,,,,,26.5,,,,72.9,,,,,,mg/Kg,1989.7.24.,"滋賀県下の温泉について（第18報）,滋賀県立衛生環境センター所報、第25集,1990"
滋賀,大津市大石東町字貝谷645番130,,,,,,,,不明,温泉・鉱泉,1500,,25.7,25.7,109,無色澄明、微金気臭,7.8,,670,,1.0012,5683,,,,,,2.2,1642,29.2,,,2.2,4.2,150.3,,46.4,,0.06,3.6,2.3,,,0.2,,,17.2,1860,,,,,,,,,12.5,,,,,1402,2.5,,,,,,,,,40.0,142.7,,,100.3,,,,,,mg/Kg,1989.9.25.,"滋賀県下の温泉について（第18報）,滋賀県立衛生環境センター所報、第25集,1990"
滋賀,八日市市建部下野町16-1,,,,,,,,不明,温泉・鉱泉,700,,20.8,27.8,337,無色澄明、微弱硫化水素臭,8.5,,77.9,,0.9966,243,,,,,,,72.3,0.8,,,0.1,,6.0,,,,,0.06,0.01,,,,,,8.2,8.4,,,,,,,,,,,,,,158.4,2.6,,,,,,,,,22.5,,,,1.2,,0.02,,,0.02,mg/Kg,1989.10.23.,"滋賀県下の温泉について（第18報）,滋賀県立衛生環境センター所報、第25集,1990"
滋賀,犬上郡多賀町大字藤瀬字海道1090-1,,,,,,,,不明,温泉・鉱泉,580,,26.6,18.4,183,無色透明,8.6,,8.4,,0.9997,155,,,,,,,17.0,0.9,,,,0.2,9.3,,,,,0.2,0.05,,,,,,4.2,2.8,,,,,,,,,6.7,,,,,64.0,4.1,,,,,,,,,19.8,,,,0.1,,,,,,mg/Kg,1990.6.18.,"滋賀県下の温泉について（第19報）,滋賀県立衛生環境センター所報、第28集,1993"
滋賀,大津市大石東町貝谷654番130,,,,,,,,不明,温泉・鉱泉,1803,,33.7,25.8,126,無色澄明,7.8,,718,,0.9971,4168,,,,,,2.2,1245,24.6,,,,2.9,96.9,,20.1,,0.03,3.8,2.3,,0.03,0.08,,,17.5,1277,,,,,,,,,12.7,,,,,1705,17.5,,,,,,,,,37.2,98.2,,,133.8,,,,,,mg/Kg,1990.8.20.,"滋賀県下の温泉について（第19報）,滋賀県立衛生環境センター所報、第28集,1993"
滋賀,滋賀郡志賀町大字大物字青柳665-1,,,,,,,,不明,温泉・鉱泉,1106,,24.5,32.1,69.6,微黄褐色透明、金気臭,7.8,,3.7,,0.9981,886,,,,,,,278.0,5.7,,,,7.0,34.1,,,,0.04,2.4,,,,0.03,,,2.3,5.2,,,,,,,,,14.1,,,,,869.6,2.2,,,,,,0.5,,,37.8,0.2,,,43.0,,0.40,,,,mg/Kg,1990.9.17.,"滋賀県下の温泉について（第19報）,滋賀県立衛生環境センター所報、第28集,1993"
滋賀,守山市今浜町2620番6,,,,,,,,不明,温泉・鉱泉,1120,,19.1,36.6,85,微黄褐色、濁りあり,7.9,,1.7,,0.9989,1009,,,,,,,284.5,5.3,,,,7.4,47.6,,,,0.2,3.8,,,0.06,0.05,,,1.2,357.9,,,,,0.1,,,,8.5,,,,,447.0,1.0,,,,,,,,,42.0,2.5,,,24.8,,0.03,,,,mg/Kg,1990.10.22.,"滋賀県下の温泉について（第19報）,滋賀県立衛生環境センター所報、第28集,1993"
滋賀,甲賀郡信楽町大字田代57番地,,,,,,,,不明,温泉・鉱泉,209,,17.8,16.6,119,無色澄明、金気臭,7.6,,41.8,,0.9984,160,,,,,,,14.3,1.7,,,,1.2,13.8,,,,0.02,2.1,,,,0.1,,,5.6,3.0,,,,,0.1,,,,4.7,,,,,75.9,0.03,,,,,,,,,57.1,0.3,,,27.9,,,,,,mg/Kg,1990.10.23.,"滋賀県下の温泉について（第19報）,滋賀県立衛生環境センター所報、第28集,1993"
滋賀,彦根市森堂町159番地,,,,,,,,不明,温泉・鉱泉,950,,14.5,40.2,10.7,淡白色透明、微硫化水素臭,9.0,,1.63,,0.9985,361,,,,,,,141.0,3.3,,,,0.2,0.5,,,,,0.5,,,,,,,4.9,83.1,,,,,,,,,6.3,,,,,188.7,13.0,,,,,,,,,40.4,0.4,,,0.3,,,,,,mg/Kg,1991.3.12.,"滋賀県下の温泉について（第19報）,滋賀県立衛生環境センター所報、第28集,1993"
滋賀,高島郡朽木村大字柏341-3番地,,,,,,,,不明,温泉・鉱泉,1175,,21.0,25.8,181,無色澄明、無臭,8.7,,10.6,,0.9991,531,,,,,,,59.9,3.9,,,,3.9,9.5,,,,0.07,0.6,0.7,,,0.6,,,6.2,8.4,,,,,2.3,,,,8.2,,,,,129.4,4.9,,,,,,,,,24.7,2.2,,,0.4,,,,,,mg/Kg,1992.4.20.,"滋賀県下の温泉について（第19報）,滋賀県立衛生環境センター所報、第28集,1993"
滋賀,栗太郡栗東町大字荒張字狸岩210番地4,,,,,,,,不明,温泉・鉱泉,2000,,20.9,20.3,24,無色透明、微金気臭,7.1,,60.0,,0.9984,207,,,,,,,29.3,2.1,,,,4.2,26.6,,,,0.9,3.8,,,,0.08,,,0.4,9.4,,,,,,,,,3.6,,,,,163.7,0.1,,,,,,,,,23.5,0.3,,,32.3,,,,,,mg/Kg,1992.5.19.,"滋賀県下の温泉について（第19報）,滋賀県立衛生環境センター所報、第28集,1993"
滋賀,甲賀郡土山町大字大河原字大川筋183-123,,,,,,,,不明,温泉・鉱泉,1000,,30.1,26.9,18.7,無色微混濁、微硫化水素臭,9.6,,4.64,,0.9984,353,,,,,,,79.0,0.8,,,,0.5,2.7,,,,,0.2,0.01,,,,,,9.1,4.7,,,,,0.05,,,,6.3,,,,,106.3,23.8,,,,,,,,,19.6,1.2,,,0.1,,,,,,mg/Kg,1992.8.25.,"滋賀県下の温泉について（第19報）,滋賀県立衛生環境センター所報、第28集,1993"
滋賀,甲賀郡信楽町大字西字作道494番地-1,,,,,,,,不明,温泉・鉱泉,1300,,5.8,19.2,21.5,微黄褐色微混濁、微金気臭,7.9,,22.0,,0.9998,2122,,,,,,,818.2,14.9,,,0.70,0.3,0.2,,,0.20,0.10,2.0,2.50,,,,,,23.7,106.1,,,,,0.30,,,,4.5,,,,,1980.0,10.1,,,,,,,,,25.3,10.8,,,49.1,,,,,,mg/Kg,1993.11.24.,"滋賀県下の温泉について（第20報）,滋賀県立衛生環境センター所報　第31集,1996"
滋賀,甲賀郡甲西町大字岩根字大谷678番28,,,,,,,,不明,温泉・鉱泉,1400,,23.5,29.8,345.0,無償透明、無臭,8.2,,36.6,,0.9983,160,,,,,,,33.2,0.5,,,0.02,0.1,17.8,,,0.03,0.01,0.2,0.02,,,,,,5.7,5.0,,,,,0.10,,,,1.5,,,,,110.0,1.2,,,,,,,,,37.9,0.3,,,1.3,,,,,,mg/Kg,1994.05.09.,"滋賀県下の温泉について（第20報）,滋賀県立衛生環境センター所報　第31集,1996"
滋賀,坂田郡米原町大字朝妻筑摩字川南1975番1,,,,,,,,不明,温泉・鉱泉,,,16.0,30.5,30.8,黒灰色混濁、微硫化水素臭,8.54,,3.63,,1.0010,1635,,,,,,,649.9,21.0,,,1.3,9.4,16.7,,,0.9,0.4,5.3,1.7,,,0.2,,,13.0,465.5,,,,,,,,,13.2,,,,,759.9,17.6,,,,,,,,,21.7,44.5,,,3.2,,0.01,,,,mg/Kg,1996.5.7.,"滋賀県下の温泉について（第21報）,滋賀県立衛生環境センター所報　第32集,1997"
滋賀,滋賀郡志賀町大字南小松字菖蒲谷1600番地,,,,,,,,不明,温泉・鉱泉,,,24.0,28.7,20.6,微褐色透明、微油臭,7.78,,24.3,,0.9982,304,,,,,,,129.6,1.9,,,0.9,0.8,4.3,,,1.4,0.06,1.6,0.5,,0.05,0.1,0.01,,20.5,22.5,,,,,,,,,22.3,,,,,196.1,1.2,,,,,,0.1,,,53.8,0.5,,,4.1,,,,,,mg/Kg,1996.6.6,"滋賀県下の温泉について（第21報）,滋賀県立衛生環境センター所報　第32集,1997"
滋賀,滋賀郡志賀町大字大物683-3,,,,,,,,不明,温泉・鉱泉,,,25.9,14.4,150,無色透明、無臭,6.05,,54.3,,0.9983,51,,,,,,,6.2,0.4,,,0.3,0.2,1.2,,,0.01,,,,,,,,,0.4,3.0,,,,,1.3,,,,1.6,,,,,13.1,,,,,,,,,,76.9,,,,20.9,,,,,,mg/Kg,1996.8.26.,"滋賀県下の温泉について（第21報）,滋賀県立衛生環境センター所報　第32集,1997"
滋賀,草津市北山田町字正島560番地,,,,,,,,不明,温泉・鉱泉,,,30.8,27.0,150,無色透明、弱硫化水素臭,7.47,,4.08,,0.9985,171,,,,,,,51.7,1.7,,,0.6,0.7,1.0,,,0.02,0.2,0.1,,,,,,,0.1,15.4,,,,,,,,,,,,,,116.3,0.4,,,,,,,,,107.8,0.4,,,4.0,,0.03,,,,mg/Kg,1996.9.4.,"滋賀県下の温泉について（第21報）,滋賀県立衛生環境センター所報　第32集,1997"
滋賀,甲賀郡信楽町大字黄瀬2320-1,,,,,,,,不明,温泉・鉱泉,,,21.5,17.0,40,無色透明、微金気臭,7.40,,41.2,,1.0010,2868,,,,,,,1024.0,27.5,,,0.8,0.6,1.2,,,0.1,0.05,0.4,0.05,,0.01,1.2,,,19.0,461.0,,,,,,,,,3.4,,,,,1797.0,3.4,,,,,,,,,78.9,211.6,,,120.0,,,,,,mg/Kg,1996.9.18.,"滋賀県下の温泉について（第21報）,滋賀県立衛生環境センター所報　第32集,1997"
